pollutant,run,level,participant_id,replicate,sample_group,mean_value,sd_value
no2,corrida_3,30-nmol/mol,part_4,5,1-10,32.92505952,0.02288456317
no2,corrida_3,30-nmol/mol,part_4,5,11-20,32.89942857,0.04188081025
no2,corrida_3,30-nmol/mol,part_4,5,21-30,32.89067857,0.03024262819
no2,corrida_3,30-nmol/mol,part_5,6,1-10,32.94139286,0.02610273
no2,corrida_3,30-nmol/mol,part_5,6,11-20,32.9070119,0.03053315248
no2,corrida_3,30-nmol/mol,part_5,6,21-30,32.93436905,0.05276599254
no2,corrida_3,30-nmol/mol,part_6,7,1-10,32.91284524,0.05234075688
no2,corrida_3,30-nmol/mol,part_6,7,11-20,32.89002381,0.02469630352
no2,corrida_3,30-nmol/mol,part_6,7,21-30,32.9067381,0.04790924143
no2,corrida_3,30-nmol/mol,ref,1,1-10,32.90675,0.04353751716
no2,corrida_3,30-nmol/mol,ref,1,11-20,32.90366667,0.03345583123
no2,corrida_3,30-nmol/mol,ref,1,21-30,32.91733333,0.02835862106
no2,corrida_4,60-nmol/mol,part_1,2,1-10,64.9379011,0.3516349374
no2,corrida_4,60-nmol/mol,part_1,2,11-20,64.9980989,0.2533786669
no2,corrida_4,60-nmol/mol,part_1,2,21-30,64.97764835,0.2265595583
no2,corrida_4,60-nmol/mol,part_2,3,1-10,64.96463736,0.3322805651
no2,corrida_4,60-nmol/mol,part_2,3,11-20,64.93364835,0.2756202263
no2,corrida_4,60-nmol/mol,part_2,3,21-30,65.17783516,0.1485388323
no2,corrida_4,60-nmol/mol,part_3,4,1-10,64.96967033,0.2968006533
no2,corrida_4,60-nmol/mol,part_3,4,11-20,64.99964835,0.2659616117
no2,corrida_4,60-nmol/mol,part_3,4,21-30,64.97616484,0.235377635
no2,corrida_4,60-nmol/mol,part_4,5,1-10,64.97961538,0.2694314084
no2,corrida_4,60-nmol/mol,part_4,5,11-20,64.90434066,0.2821352059
no2,corrida_4,60-nmol/mol,part_4,5,21-30,64.81002198,0.2853463951
no2,corrida_4,60-nmol/mol,part_5,6,1-10,64.99354945,0.3758652058
no2,corrida_4,60-nmol/mol,part_5,6,11-20,65.00016484,0.3088128308
no2,corrida_4,60-nmol/mol,part_5,6,21-30,64.94946154,0.5081847256
no2,corrida_4,60-nmol/mol,part_6,7,1-10,64.94840659,0.2560404201
no2,corrida_4,60-nmol/mol,part_6,7,11-20,64.92214286,0.2907332088
no2,corrida_4,60-nmol/mol,part_6,7,21-30,65.05347253,0.1944678689
no2,corrida_4,60-nmol/mol,ref,1,1-10,65.12830769,0.2309215394
no2,corrida_4,60-nmol/mol,ref,1,11-20,64.97353846,0.3266979753
no2,corrida_4,60-nmol/mol,ref,1,21-30,64.94541758,0.3067250629
no2,corrida_5,90-nmol/mol,part_1,2,1-10,96.83286047,0.04108758221
no2,corrida_5,90-nmol/mol,part_1,2,11-20,96.8299186,0.04231812873
no2,corrida_5,90-nmol/mol,part_1,2,21-30,96.8360814,0.04021201736
no2,corrida_5,90-nmol/mol,part_2,3,1-10,96.84965116,0.03459979197
no2,corrida_5,90-nmol/mol,part_2,3,11-20,96.83754651,0.04423563958
no2,corrida_5,90-nmol/mol,part_2,3,21-30,96.83559302,0.03331189368
no2,corrida_5,90-nmol/mol,part_3,4,1-10,96.82680233,0.04020238484
no2,corrida_5,90-nmol/mol,part_3,4,11-20,96.83852326,0.03444574537
no2,corrida_5,90-nmol/mol,part_3,4,21-30,96.84786047,0.04936028479
no2,corrida_5,90-nmol/mol,part_4,5,1-10,96.86160465,0.03980002292
no2,corrida_5,90-nmol/mol,part_4,5,11-20,96.84455814,0.05184762474
no2,corrida_5,90-nmol/mol,part_4,5,21-30,96.8345814,0.04098086045
no2,corrida_5,90-nmol/mol,part_5,6,1-10,96.84322093,0.03189703714
no2,corrida_5,90-nmol/mol,part_5,6,11-20,96.8557907,0.03312385957
no2,corrida_5,90-nmol/mol,part_5,6,21-30,96.83072093,0.03836221782
no2,corrida_5,90-nmol/mol,part_6,7,1-10,96.84734884,0.04191249996
no2,corrida_5,90-nmol/mol,part_6,7,11-20,96.85490698,0.03708967365
no2,corrida_5,90-nmol/mol,part_6,7,21-30,96.81246512,0.03510009552
no2,corrida_5,90-nmol/mol,ref,1,1-10,96.82231395,0.05245105398
no2,corrida_5,90-nmol/mol,ref,1,11-20,96.83301163,0.04932308598
no2,corrida_5,90-nmol/mol,ref,1,21-30,96.81567442,0.04444703286
o3,corrida_1,0-nmol/mol,part_1,2,1-10,4.19E-05,2.66E-05
o3,corrida_1,0-nmol/mol,part_1,2,11-20,5.16E-05,3.79E-05
o3,corrida_1,0-nmol/mol,part_1,2,21-30,3.55E-05,2.82E-05
o3,corrida_1,0-nmol/mol,part_2,3,1-10,3.23E-05,4.02E-05
o3,corrida_1,0-nmol/mol,part_2,3,11-20,2.58E-05,2.04E-05
o3,corrida_1,0-nmol/mol,part_2,3,21-30,2.26E-05,2.18E-05
o3,corrida_1,0-nmol/mol,part_3,4,1-10,3.87E-05,3.66E-05
o3,corrida_1,0-nmol/mol,part_3,4,11-20,4.52E-05,3.79E-05
o3,corrida_1,0-nmol/mol,part_3,4,21-30,4.84E-05,3.13E-05
o3,corrida_1,0-nmol/mol,part_4,5,1-10,3.55E-05,3.55E-05
o3,corrida_1,0-nmol/mol,part_4,5,11-20,3.87E-05,4.25E-05
o3,corrida_1,0-nmol/mol,part_4,5,21-30,3.23E-05,3.04E-05
o3,corrida_1,0-nmol/mol,part_5,6,1-10,4.84E-05,3.13E-05
o3,corrida_1,0-nmol/mol,part_5,6,11-20,3.87E-05,3.66E-05
o3,corrida_1,0-nmol/mol,part_5,6,21-30,3.55E-05,3.21E-05
o3,corrida_1,0-nmol/mol,part_6,7,1-10,2.90E-05,2.82E-05
o3,corrida_1,0-nmol/mol,part_6,7,11-20,3.23E-05,2.63E-05
o3,corrida_1,0-nmol/mol,part_6,7,21-30,1.61E-05,2.28E-05
o3,corrida_1,0-nmol/mol,ref,1,1-10,2.58E-05,3.33E-05
o3,corrida_1,0-nmol/mol,ref,1,11-20,2.90E-05,2.82E-05
o3,corrida_1,0-nmol/mol,ref,1,21-30,4.84E-05,4.62E-05
o3,corrida_2,120-nmol/mol,part_1,2,1-10,120.0332808,0.8226852395
o3,corrida_2,120-nmol/mol,part_1,2,11-20,119.7423137,0.8374287466
o3,corrida_2,120-nmol/mol,part_1,2,21-30,120.2250029,0.7995346631
o3,corrida_2,120-nmol/mol,part_2,3,1-10,119.6025957,0.7652477885
o3,corrida_2,120-nmol/mol,part_2,3,11-20,119.5807042,0.8066845267
o3,corrida_2,120-nmol/mol,part_2,3,21-30,119.896511,0.8330564352
o3,corrida_2,120-nmol/mol,part_3,4,1-10,119.4500151,0.689816666
o3,corrida_2,120-nmol/mol,part_3,4,11-20,119.7191714,0.8071859708
o3,corrida_2,120-nmol/mol,part_3,4,21-30,120.3928095,0.6654579031
o3,corrida_2,120-nmol/mol,part_4,5,1-10,120.389371,0.6256134972
o3,corrida_2,120-nmol/mol,part_4,5,11-20,119.4096074,0.66848995
o3,corrida_2,120-nmol/mol,part_4,5,21-30,120.2253637,0.7801166245
o3,corrida_2,120-nmol/mol,part_5,6,1-10,119.8845147,0.8226780889
o3,corrida_2,120-nmol/mol,part_5,6,11-20,120.0653126,0.8254146948
o3,corrida_2,120-nmol/mol,part_5,6,21-30,119.4246186,0.6722136398
o3,corrida_2,120-nmol/mol,part_6,7,1-10,120.0500245,0.8388804258
o3,corrida_2,120-nmol/mol,part_6,7,11-20,120.0536955,0.8146704229
o3,corrida_2,120-nmol/mol,part_6,7,21-30,120.0686086,0.8190819424
o3,corrida_2,120-nmol/mol,ref,1,1-10,119.9002365,0.8177455749
o3,corrida_2,120-nmol/mol,ref,1,11-20,120.234887,0.7311777065
o3,corrida_2,120-nmol/mol,ref,1,21-30,120.03006,0.854234927
o3,corrida_3,180-nmol/mol,part_1,2,1-10,178.4235366,2.068767675
o3,corrida_3,180-nmol/mol,part_1,2,11-20,179.188952,1.931222763
o3,corrida_3,180-nmol/mol,part_1,2,21-30,178.0355914,2.064248785
o3,corrida_3,180-nmol/mol,part_2,3,1-10,179.5663432,1.707872848
o3,corrida_3,180-nmol/mol,part_2,3,11-20,178.7172869,2.042080383
o3,corrida_3,180-nmol/mol,part_2,3,21-30,177.6226955,1.936393742
o3,corrida_3,180-nmol/mol,part_3,4,1-10,177.601616,1.934799195
o3,corrida_3,180-nmol/mol,part_3,4,11-20,179.5850323,1.636689567
o3,corrida_3,180-nmol/mol,part_3,4,21-30,179.6352645,1.661527961
o3,corrida_3,180-nmol/mol,part_4,5,1-10,176.8469573,1.315833412
o3,corrida_3,180-nmol/mol,part_4,5,11-20,178.0114003,2.075673182
o3,corrida_3,180-nmol/mol,part_4,5,21-30,179.2128006,1.937855137
o3,corrida_3,180-nmol/mol,part_5,6,1-10,177.6251384,1.893571461
o3,corrida_3,180-nmol/mol,part_5,6,11-20,178.4267272,2.0516665
o3,corrida_3,180-nmol/mol,part_5,6,21-30,178.4073107,2.08329933
o3,corrida_3,180-nmol/mol,part_6,7,1-10,177.5793861,1.939648893
o3,corrida_3,180-nmol/mol,part_6,7,11-20,177.5843475,1.883656399
o3,corrida_3,180-nmol/mol,part_6,7,21-30,178.0192016,2.044901018
o3,corrida_3,180-nmol/mol,ref,1,1-10,178.8305338,2.017984864
o3,corrida_3,180-nmol/mol,ref,1,11-20,176.4109303,0.1597082867
o3,corrida_3,180-nmol/mol,ref,1,21-30,178.3675283,2.133870234
o3,corrida_4,40-nmol/mol,part_1,2,1-10,40.71882431,0.2595475682
o3,corrida_4,40-nmol/mol,part_1,2,11-20,40.50922565,0.3307500607
o3,corrida_4,40-nmol/mol,part_1,2,21-30,40.64519772,0.3216740624
o3,corrida_4,40-nmol/mol,part_2,3,1-10,40.58182444,0.3460074003
o3,corrida_4,40-nmol/mol,part_2,3,11-20,40.45759369,0.3295990814
o3,corrida_4,40-nmol/mol,part_2,3,21-30,40.45838539,0.3378297519
o3,corrida_4,40-nmol/mol,part_3,4,1-10,40.33930067,0.2657694924
o3,corrida_4,40-nmol/mol,part_3,4,11-20,40.53271398,0.3483234992
o3,corrida_4,40-nmol/mol,part_3,4,21-30,40.6116459,0.3206398998
o3,corrida_4,40-nmol/mol,part_4,5,1-10,40.73331093,0.2589074724
o3,corrida_4,40-nmol/mol,part_4,5,11-20,40.5266865,0.3546677635
o3,corrida_4,40-nmol/mol,part_4,5,21-30,40.64468358,0.3124499564
o3,corrida_4,40-nmol/mol,part_5,6,1-10,40.60423697,0.3561450526
o3,corrida_4,40-nmol/mol,part_5,6,11-20,40.53076791,0.3260115075
o3,corrida_4,40-nmol/mol,part_5,6,21-30,40.40684202,0.312423434
o3,corrida_4,40-nmol/mol,part_6,7,1-10,40.44659266,0.3240363021
o3,corrida_4,40-nmol/mol,part_6,7,11-20,40.40270004,0.3182664412
o3,corrida_4,40-nmol/mol,part_6,7,21-30,40.45771824,0.334284641
o3,corrida_4,40-nmol/mol,ref,1,1-10,40.45005009,0.336475863
o3,corrida_4,40-nmol/mol,ref,1,11-20,40.46970953,0.3295631087
o3,corrida_4,40-nmol/mol,ref,1,21-30,40.58976467,0.3402673326
o3,corrida_5,80-nmol/mol,part_1,2,1-10,80.20516813,0.5700385897
o3,corrida_5,80-nmol/mol,part_1,2,11-20,80.0886563,0.5889511351
o3,corrida_5,80-nmol/mol,part_1,2,21-30,80.33131402,0.531907125
o3,corrida_5,80-nmol/mol,part_2,3,1-10,80.0763115,0.584633873
o3,corrida_5,80-nmol/mol,part_2,3,11-20,79.97896781,0.5844624405
o3,corrida_5,80-nmol/mol,part_2,3,21-30,80.22547551,0.5848484413
o3,corrida_5,80-nmol/mol,part_3,4,1-10,80.3182277,0.530314845
o3,corrida_5,80-nmol/mol,part_3,4,11-20,79.982358,0.563574843
o3,corrida_5,80-nmol/mol,part_3,4,21-30,79.8686263,0.574416412
o3,corrida_5,80-nmol/mol,part_4,5,1-10,80.18990472,0.595818079
o3,corrida_5,80-nmol/mol,part_4,5,11-20,80.46071999,0.4697399599
o3,corrida_5,80-nmol/mol,part_4,5,21-30,80.19644861,0.6064866088
o3,corrida_5,80-nmol/mol,part_5,6,1-10,79.85825379,0.5578532583
o3,corrida_5,80-nmol/mol,part_5,6,11-20,80.20554587,0.5778094173
o3,corrida_5,80-nmol/mol,part_5,6,21-30,79.85390587,0.5636915443
o3,corrida_5,80-nmol/mol,part_6,7,1-10,80.09326851,0.583664342
o3,corrida_5,80-nmol/mol,part_6,7,11-20,79.98819693,0.5821749598
o3,corrida_5,80-nmol/mol,part_6,7,21-30,79.99426024,0.5630488645
o3,corrida_5,80-nmol/mol,ref,1,1-10,80.11173227,0.5966536517
o3,corrida_5,80-nmol/mol,ref,1,11-20,79.75636487,0.4862924385
o3,corrida_5,80-nmol/mol,ref,1,21-30,80.21337697,0.5813349954
so2,corrida_1,0-nmol/mol,part_1,2,1-10,0.0558490566,0.03383624418
so2,corrida_1,0-nmol/mol,part_1,2,11-20,0.09113207547,0.0402618894
so2,corrida_1,0-nmol/mol,part_1,2,21-30,0.04150943396,0.0504714532
so2,corrida_1,0-nmol/mol,part_2,3,1-10,0.04056603774,0.04192898323
so2,corrida_1,0-nmol/mol,part_2,3,11-20,0.04094339623,0.04077926507
so2,corrida_1,0-nmol/mol,part_2,3,21-30,0.03245283019,0.05354266502
so2,corrida_1,0-nmol/mol,part_3,4,1-10,0.05924528302,0.04847420781
so2,corrida_1,0-nmol/mol,part_3,4,11-20,0.03150943396,0.02353327682
so2,corrida_1,0-nmol/mol,part_3,4,21-30,0.07471698113,0.04626127125
so2,corrida_1,0-nmol/mol,part_4,5,1-10,0.05924528302,0.03248840135
so2,corrida_1,0-nmol/mol,part_4,5,11-20,0.06924528302,0.03013687904
so2,corrida_1,0-nmol/mol,part_4,5,21-30,0.07283018868,0.05323445206
so2,corrida_1,0-nmol/mol,part_5,6,1-10,0.07150943396,0.0262867502
so2,corrida_1,0-nmol/mol,part_5,6,11-20,0.05547169811,0.04820417265
so2,corrida_1,0-nmol/mol,part_5,6,21-30,0.05943396226,0.05178854812
so2,corrida_1,0-nmol/mol,part_6,7,1-10,0.02377358491,0.04538074709
so2,corrida_1,0-nmol/mol,part_6,7,11-20,0.03566037736,0.0438220833
so2,corrida_1,0-nmol/mol,part_6,7,21-30,0.04830188679,0.05358254343
so2,corrida_1,0-nmol/mol,ref,1,1-10,0.07113207547,0.06299394428
so2,corrida_1,0-nmol/mol,ref,1,11-20,0.03943396226,0.04544389661
so2,corrida_1,0-nmol/mol,ref,1,21-30,0.05886792453,0.03407621229
so2,corrida_2,100-nmol/mol,part_1,2,1-10,99.48724452,0.607587221
so2,corrida_2,100-nmol/mol,part_1,2,11-20,99.54488898,0.5390339508
so2,corrida_2,100-nmol/mol,part_1,2,21-30,99.63005752,0.561127147
so2,corrida_2,100-nmol/mol,part_2,3,1-10,99.74440744,0.5287556337
so2,corrida_2,100-nmol/mol,part_2,3,11-20,99.51626271,0.5851792989
so2,corrida_2,100-nmol/mol,part_2,3,21-30,99.70441546,0.5266679533
so2,corrida_2,100-nmol/mol,part_3,4,1-10,99.50237961,0.5718841788
so2,corrida_2,100-nmol/mol,part_3,4,11-20,99.74436196,0.5491544561
so2,corrida_2,100-nmol/mol,part_3,4,21-30,99.61124799,0.5860587598
so2,corrida_2,100-nmol/mol,part_4,5,1-10,99.72700241,0.5226200813
so2,corrida_2,100-nmol/mol,part_4,5,11-20,99.50978464,0.6120546203
so2,corrida_2,100-nmol/mol,part_4,5,21-30,99.52652087,0.5983652682
so2,corrida_2,100-nmol/mol,part_5,6,1-10,99.59914794,0.5864867024
so2,corrida_2,100-nmol/mol,part_5,6,11-20,99.51472713,0.5813318423
so2,corrida_2,100-nmol/mol,part_5,6,21-30,99.51810059,0.6073253666
so2,corrida_2,100-nmol/mol,part_6,7,1-10,99.26990503,0.5424006525
so2,corrida_2,100-nmol/mol,part_6,7,11-20,99.51230605,0.5619438911
so2,corrida_2,100-nmol/mol,part_6,7,21-30,99.48809658,0.5841324665
so2,corrida_2,100-nmol/mol,ref,1,1-10,99.48692349,0.5961014836
so2,corrida_2,100-nmol/mol,ref,1,11-20,99.17261236,0.451325593
so2,corrida_2,100-nmol/mol,ref,1,21-30,99.41293472,0.5512643037
so2,corrida_3,140-nmol/mol,part_1,2,1-10,139.0212024,0.4889049742
so2,corrida_3,140-nmol/mol,part_1,2,11-20,139.0167558,0.4704368938
so2,corrida_3,140-nmol/mol,part_1,2,21-30,139.1936885,0.4652684818
so2,corrida_3,140-nmol/mol,part_2,3,1-10,139.4065246,0.3741027543
so2,corrida_3,140-nmol/mol,part_2,3,11-20,139.37035,0.3846212508
so2,corrida_3,140-nmol/mol,part_2,3,21-30,139.2979452,0.4984598085
so2,corrida_3,140-nmol/mol,part_3,4,1-10,139.1931448,0.4835956874
so2,corrida_3,140-nmol/mol,part_3,4,11-20,139.0135542,0.4593662553
so2,corrida_3,140-nmol/mol,part_3,4,21-30,138.9975707,0.4807623945
so2,corrida_3,140-nmol/mol,part_4,5,1-10,139.1895531,0.5150630261
so2,corrida_3,140-nmol/mol,part_4,5,11-20,139.3556051,0.4318569225
so2,corrida_3,140-nmol/mol,part_4,5,21-30,139.0921658,0.4819531602
so2,corrida_3,140-nmol/mol,part_5,6,1-10,139.0790365,0.5130990582
so2,corrida_3,140-nmol/mol,part_5,6,11-20,139.1053287,0.5023368905
so2,corrida_3,140-nmol/mol,part_5,6,21-30,139.1063645,0.5094595127
so2,corrida_3,140-nmol/mol,part_6,7,1-10,139.1014,0.5031863835
so2,corrida_3,140-nmol/mol,part_6,7,11-20,139.0392561,0.4894372294
so2,corrida_3,140-nmol/mol,part_6,7,21-30,139.1119592,0.476544279
so2,corrida_3,140-nmol/mol,ref,1,1-10,139.1110203,0.492918247
so2,corrida_3,140-nmol/mol,ref,1,11-20,139.1001886,0.4704438112
so2,corrida_3,140-nmol/mol,ref,1,21-30,138.8876999,0.462193335
so2,corrida_4,180-nmol/mol,part_1,2,1-10,180.4133823,0.4193915593
so2,corrida_4,180-nmol/mol,part_1,2,11-20,180.7630632,0.4038086149
so2,corrida_4,180-nmol/mol,part_1,2,21-30,180.8409618,0.2832673482
so2,corrida_4,180-nmol/mol,part_2,3,1-10,180.5306438,0.4449482409
so2,corrida_4,180-nmol/mol,part_2,3,11-20,180.5303202,0.409064027
so2,corrida_4,180-nmol/mol,part_2,3,21-30,180.3848848,0.2916035908
so2,corrida_4,180-nmol/mol,part_3,4,1-10,180.4273338,0.337706371
so2,corrida_4,180-nmol/mol,part_3,4,11-20,180.4341138,0.4116612703
so2,corrida_4,180-nmol/mol,part_3,4,21-30,180.3156164,0.414458292
so2,corrida_4,180-nmol/mol,part_4,5,1-10,180.5649868,0.4533918436
so2,corrida_4,180-nmol/mol,part_4,5,11-20,180.697256,0.401250128
so2,corrida_4,180-nmol/mol,part_4,5,21-30,180.3700669,0.4401655046
so2,corrida_4,180-nmol/mol,part_5,6,1-10,180.4710265,0.3757026223
so2,corrida_4,180-nmol/mol,part_5,6,11-20,180.8231981,0.292435391
so2,corrida_4,180-nmol/mol,part_5,6,21-30,180.6181794,0.4699426144
so2,corrida_4,180-nmol/mol,part_6,7,1-10,180.9201031,0.1168741102
so2,corrida_4,180-nmol/mol,part_6,7,11-20,180.5142301,0.4112393558
so2,corrida_4,180-nmol/mol,part_6,7,21-30,180.5179118,0.4280667173
so2,corrida_4,180-nmol/mol,ref,1,1-10,180.5389373,0.4408463544
so2,corrida_4,180-nmol/mol,ref,1,11-20,180.6940864,0.3849794119
so2,corrida_4,180-nmol/mol,ref,1,21-30,180.6070202,0.4158111119
so2,corrida_5,60-nmol/mol,part_1,2,1-10,59.89354839,0.03536237845
so2,corrida_5,60-nmol/mol,part_1,2,11-20,59.90182796,0.03134531046
so2,corrida_5,60-nmol/mol,part_1,2,21-30,59.91817204,0.03055416282
so2,corrida_5,60-nmol/mol,part_2,3,1-10,59.88236559,0.0425458748
so2,corrida_5,60-nmol/mol,part_2,3,11-20,59.90473118,0.03398862574
so2,corrida_5,60-nmol/mol,part_2,3,21-30,59.88430108,0.03632364946
so2,corrida_5,60-nmol/mol,part_3,4,1-10,59.87860215,0.04476543239
so2,corrida_5,60-nmol/mol,part_3,4,11-20,59.90344086,0.03459774775
so2,corrida_5,60-nmol/mol,part_3,4,21-30,59.89258065,0.03829074381
so2,corrida_5,60-nmol/mol,part_4,5,1-10,59.87397849,0.04001772452
so2,corrida_5,60-nmol/mol,part_4,5,11-20,59.90172043,0.03395459135
so2,corrida_5,60-nmol/mol,part_4,5,21-30,59.8944086,0.02680658556
so2,corrida_5,60-nmol/mol,part_5,6,1-10,59.89010753,0.03632577144
so2,corrida_5,60-nmol/mol,part_5,6,11-20,59.88817204,0.02797995564
so2,corrida_5,60-nmol/mol,part_5,6,21-30,59.88548387,0.03808486182
so2,corrida_5,60-nmol/mol,part_6,7,1-10,59.90655914,0.03555241199
so2,corrida_5,60-nmol/mol,part_6,7,11-20,59.88408602,0.0488844741
so2,corrida_5,60-nmol/mol,part_6,7,21-30,59.89483871,0.03830868907
so2,corrida_5,60-nmol/mol,ref,1,1-10,59.90602151,0.02795331287
so2,corrida_5,60-nmol/mol,ref,1,11-20,59.88344086,0.05856064866
so2,corrida_5,60-nmol/mol,ref,1,21-30,59.89731183,0.04013776843
